image_link,group_id,entity_name,entity_value
https://m.media-amazon.com/images/I/61JdAlhuqLL.jpg,731432,item_weight,800.0 milligram
https://m.media-amazon.com/images/I/5103HEWgEXL.jpg,776058,item_weight,0.92 kilogram
https://m.media-amazon.com/images/I/91sQE6CS3FL.jpg,459516,item_weight,200 gram
https://m.media-amazon.com/images/I/512yr4VEwGL.jpg,524117,width,42.0 centimetre
https://m.media-amazon.com/images/I/61tSBehwqDL.jpg,523149,item_weight,4.6 gram
https://m.media-amazon.com/images/I/5129uSDZr3L.jpg,437623,depth,86.0 millimetre
https://m.media-amazon.com/images/I/71+Re2RpeyL.jpg,731432,item_weight,5.0 gram
https://m.media-amazon.com/images/I/61FOxz2lafL.jpg,311997,height,124.0 centimetre
https://m.media-amazon.com/images/I/61qzd3SbzfL.jpg,192132,item_weight,1.0 pound
https://m.media-amazon.com/images/I/41YRrQ5IXIS.jpg,675317,depth,54.0 millimetre
https://m.media-amazon.com/images/I/51FQvJDMVeL.jpg,696193,height,5.0 centimetre
https://m.media-amazon.com/images/I/51I499wa5wL.jpg,647208,depth,2.6 centimetre
https://m.media-amazon.com/images/I/81K4-4Rip3L.jpg,929999,item_weight,30 pound
https://m.media-amazon.com/images/I/51sdCzndnzL.jpg,752266,width,5.51 inch
https://m.media-amazon.com/images/I/81phY7ejo8L.jpg,375816,item_weight,450 gram
https://m.media-amazon.com/images/I/41rurssTg1L.jpg,776058,item_weight,3.0 gram
https://m.media-amazon.com/images/I/61Bi7lk7tmL.jpg,969033,width,5.9 inch
https://m.media-amazon.com/images/I/71CepRDTX3L.jpg,957185,item_weight,100 gram
https://m.media-amazon.com/images/I/41TCHt14snL.jpg,569206,height,58.0 millimetre
https://m.media-amazon.com/images/I/61ZmPI7XKsL.jpg,501250,voltage,120.0 volt
https://m.media-amazon.com/images/I/51A1r73R76L.jpg,244283,height,90.0 centimetre
https://m.media-amazon.com/images/I/51joha0tUGL.jpg,823083,height,29.0 centimetre
https://m.media-amazon.com/images/I/619WoSiSKQL.jpg,843434,height,3.74 inch
https://m.media-amazon.com/images/I/51YjwHeGpfL.jpg,442321,height,29.84 inch
https://m.media-amazon.com/images/I/61AnTMFjobL.jpg,493268,width,1.6 inch
https://m.media-amazon.com/images/I/51quyGWaprL.jpg,225251,height,22.0 centimetre
https://m.media-amazon.com/images/I/51B0OBTfKEL.jpg,460806,width,52.0 millimetre
https://m.media-amazon.com/images/I/51XCsuTP5CL.jpg,243137,width,43.3 inch
https://m.media-amazon.com/images/I/51rXuoK132L.jpg,242256,depth,9.84 foot
https://m.media-amazon.com/images/I/71C4-0SBnZL.jpg,529606,item_weight,340.0 gram
https://m.media-amazon.com/images/I/51yhhyEa47L.jpg,752266,wattage,"[8.0, 12.0] watt"
https://m.media-amazon.com/images/I/613Kn4OuSIL.jpg,403664,width,6.0 centimetre
https://m.media-amazon.com/images/I/41xV0EYcRGL.jpg,752266,wattage,600.0 watt
https://m.media-amazon.com/images/I/71D1fcnWEyL.jpg,487566,item_weight,550.0 gram
https://m.media-amazon.com/images/I/51qIesurSsL.jpg,311997,height,85.0 centimetre
https://m.media-amazon.com/images/I/41VCZRWJIjL.jpg,640408,width,3.5 inch
https://m.media-amazon.com/images/I/717svqlJwyL.jpg,375816,item_weight,101.0 gram
https://m.media-amazon.com/images/I/61SBMfMJhoS.jpg,449805,item_weight,750.0 gram
https://m.media-amazon.com/images/I/71PmPYmOudL.jpg,752266,voltage,2.0 volt
https://m.media-amazon.com/images/I/61NZ3UFIqgL.jpg,601746,item_weight,600 pound
https://m.media-amazon.com/images/I/51HKDKyb1yL.jpg,830996,depth,5.1 inch
https://m.media-amazon.com/images/I/619RtYXHz0L.jpg,243137,depth,9.0 foot
https://m.media-amazon.com/images/I/61tYaXCaOLL.jpg,983323,wattage,7.0 watt
https://m.media-amazon.com/images/I/410vQT-kFsL.jpg,752266,height,85.0 centimetre
https://m.media-amazon.com/images/I/41bQBwo3AJL.jpg,156839,depth,50.0 centimetre
https://m.media-amazon.com/images/I/713AqFwck1L.jpg,929999,item_weight,303 gram
https://m.media-amazon.com/images/I/612GNlGgjrL.jpg,849273,height,23.0 inch
https://m.media-amazon.com/images/I/61tYP-bE5HL.jpg,752266,wattage,5.0 watt
https://m.media-amazon.com/images/I/61Adl06iMbL.jpg,119607,depth,8.81 inch
https://m.media-amazon.com/images/I/618oVnEZx1L.jpg,231838,depth,10.5 centimetre
https://m.media-amazon.com/images/I/51c9sUVFh0L.jpg,676087,depth,108.0 inch
https://m.media-amazon.com/images/I/615Pi3LFICL.jpg,115666,width,48.5 inch
https://m.media-amazon.com/images/I/51n72sD-aBL.jpg,593646,width,99.0 centimetre
https://m.media-amazon.com/images/I/51Hmwi16poL.jpg,120219,width,19.5 centimetre
https://m.media-amazon.com/images/I/61DWDXdKx-L.jpg,630390,item_weight,2.0 kilogram
https://m.media-amazon.com/images/I/514GH6mJDOL.jpg,802198,height,2.36 inch
https://m.media-amazon.com/images/I/71LKb-VezJL.jpg,107694,item_weight,"[5.0, 8.0] kilogram"
https://m.media-amazon.com/images/I/41mqwiiYnFL.jpg,487566,item_weight,114.0 pound
https://m.media-amazon.com/images/I/71qBucXX-9L.jpg,731432,item_weight,2000.0 milligram
https://m.media-amazon.com/images/I/51meMJUP4LL.jpg,281210,width,80.0 millimetre
https://m.media-amazon.com/images/I/51DJUnLfttS.jpg,417434,depth,80.0 centimetre
https://m.media-amazon.com/images/I/61JezbRuYEL.jpg,529606,item_weight,320 gram
https://m.media-amazon.com/images/I/71ga+qfHseL.jpg,459516,item_volume,8.0 fluid ounce
https://m.media-amazon.com/images/I/51wcgsbITwL.jpg,434825,depth,220.0 millimetre
https://m.media-amazon.com/images/I/611Vdf+T+uL.jpg,675317,depth,1.73 inch
https://m.media-amazon.com/images/I/51rRwL-pm4L.jpg,995842,width,9.3 inch
https://m.media-amazon.com/images/I/810SgPIpfZL.jpg,308856,item_weight,70 gram
https://m.media-amazon.com/images/I/51BAeQHLGML.jpg,991868,depth,900.0 millimetre
https://m.media-amazon.com/images/I/41+PM1haPML.jpg,966823,width,33.0 centimetre
https://m.media-amazon.com/images/I/91ew650PzPL.jpg,459516,item_weight,1400.0 milligram
https://m.media-amazon.com/images/I/51XGQ500l3L.jpg,351134,height,51.0 centimetre
https://m.media-amazon.com/images/I/81etdrPv8zL.jpg,281678,item_weight,8.0 ounce
https://m.media-amazon.com/images/I/71h4Tl9LBsL.jpg,709627,item_weight,5.2 kilogram
https://m.media-amazon.com/images/I/61t3dJSVTBL.jpg,281678,item_weight,150 gram
https://m.media-amazon.com/images/I/61wbECy1dDL.jpg,271537,voltage,"[220.0, 240.0] volt"
https://m.media-amazon.com/images/I/61CngbNyS4L.jpg,355915,depth,9.7 inch
https://m.media-amazon.com/images/I/516Y8zhGD8L.jpg,945489,height,11.5 centimetre
https://m.media-amazon.com/images/I/51JKUWP7ngL.jpg,675317,depth,120.0 millimetre
https://m.media-amazon.com/images/I/81NSyNfKwHL.jpg,529606,item_weight,10 ounce
https://m.media-amazon.com/images/I/61ClkJtQrTL.jpg,523149,item_weight,3.0 gram
https://m.media-amazon.com/images/I/61B3bZIF-0L.jpg,210293,height,13.2 centimetre
https://m.media-amazon.com/images/I/51ncMLW8GkS.jpg,603632,height,46.0 millimetre
https://m.media-amazon.com/images/I/614uvkwhjEL.jpg,478357,height,45.5 centimetre
https://m.media-amazon.com/images/I/71bMi-WUb2L.jpg,746096,voltage,5.0 volt
https://m.media-amazon.com/images/I/71F+98okXBL.jpg,731432,item_weight,8.0 ounce
https://m.media-amazon.com/images/I/61zmSUfSuZL.jpg,397856,item_weight,100.0 microgram
https://m.media-amazon.com/images/I/618BomNLhhL.jpg,641642,depth,4.5 centimetre
https://m.media-amazon.com/images/I/71OlZH2nitL.jpg,318770,wattage,100.0 watt
https://m.media-amazon.com/images/I/61DDUiLXoRL.jpg,972028,width,2.0 inch
https://m.media-amazon.com/images/I/617qZZqCfUL.jpg,430434,height,110.0 millimetre
https://m.media-amazon.com/images/I/51PkMHuKD5L.jpg,281210,width,6.5 inch
https://m.media-amazon.com/images/I/61BzWJ7Gn1L.jpg,244283,width,43.2 centimetre
https://m.media-amazon.com/images/I/61-3RfHVbdL.jpg,589105,depth,150.0 centimetre
https://m.media-amazon.com/images/I/71aDprTjdDL.jpg,630390,item_weight,4 kilogram
https://m.media-amazon.com/images/I/51NVU0Pp+bL.jpg,752266,height,30.0 millimetre
https://m.media-amazon.com/images/I/61R4B6MFtNL.jpg,884560,item_weight,1.0 kilogram
https://m.media-amazon.com/images/I/811AJHJYcBL.jpg,120219,maximum_weight_recommendation,12.0 ounce
https://m.media-amazon.com/images/I/610f3OnO+PL.jpg,488964,depth,17.5 centimetre
https://m.media-amazon.com/images/I/61-08g4ninL.jpg,666046,width,8.0 inch
https://m.media-amazon.com/images/I/61PvXefe4DL.jpg,252585,item_volume,3.0 litre
https://m.media-amazon.com/images/I/61d7Mj2Z9KL.jpg,558374,item_weight,5.5 gram
https://m.media-amazon.com/images/I/61606jAW0ML.jpg,853009,depth,43.0 centimetre
https://m.media-amazon.com/images/I/71KJi1EgJ0L.jpg,872083,item_weight,500 gram
https://m.media-amazon.com/images/I/61-CFNixmxL.jpg,784538,width,9.8 inch
https://m.media-amazon.com/images/I/51Yot3SCqdL.jpg,426681,height,59.0 centimetre
https://m.media-amazon.com/images/I/6186F78ovWL.jpg,639475,height,24.3 inch
https://m.media-amazon.com/images/I/71AIttawUcL.jpg,107694,item_weight,"[15.0, 30.0] kilogram"
https://m.media-amazon.com/images/I/41nLoCCTr9L.jpg,755711,depth,55.0 millimetre
https://m.media-amazon.com/images/I/61G-hG1xg6L.jpg,208023,width,10.0 inch
https://m.media-amazon.com/images/I/71j1rARoahL.jpg,523149,item_weight,16.2 gram
https://m.media-amazon.com/images/I/6103OI0BFYL.jpg,789706,width,1.7 centimetre
https://m.media-amazon.com/images/I/51dHdrB46HL.jpg,311997,width,103.5 centimetre
https://m.media-amazon.com/images/I/61dJIkoxtgL.jpg,271537,voltage,12.0 volt
https://m.media-amazon.com/images/I/51Ecx433gNL.jpg,271537,voltage,"[220.0, 240.0] volt"
https://m.media-amazon.com/images/I/41iUPJIkruL.jpg,995842,width,20.0 centimetre
https://m.media-amazon.com/images/I/51k46u4AxYL.jpg,849273,depth,30.0 centimetre
https://m.media-amazon.com/images/I/51iWBxRLA6L.jpg,847223,depth,15.5 centimetre
https://m.media-amazon.com/images/I/61Q9gPVQHOL.jpg,299791,item_weight,45.0 gram
https://m.media-amazon.com/images/I/61COhrrgUVL.jpg,119607,width,10.5 inch
https://m.media-amazon.com/images/I/51KZ4S1ruhL.jpg,526954,height,83.0 millimetre
https://m.media-amazon.com/images/I/8120-1SM4gL.jpg,375816,item_weight,200 gram
https://m.media-amazon.com/images/I/512Bmwc1BAL.jpg,784538,depth,60.0 centimetre
https://m.media-amazon.com/images/I/81ArmDDOtML.jpg,993359,item_weight,50 gram
https://m.media-amazon.com/images/I/71F-cZN5d4S.jpg,459516,item_weight,0.44 pound
https://m.media-amazon.com/images/I/51SU9yLvvhL.jpg,957050,width,14.0 inch
https://m.media-amazon.com/images/I/610YTQId5pL.jpg,589105,depth,40.0 centimetre
https://m.media-amazon.com/images/I/61BkGsB-V4L.jpg,648011,width,6.666666666666667 inch
https://m.media-amazon.com/images/I/81siySfvJ+L.jpg,459516,item_weight,114.0 gram
https://m.media-amazon.com/images/I/71umzlQUutL.jpg,299791,item_weight,7.5 gram
https://m.media-amazon.com/images/I/514UfMA9d-L.jpg,611510,width,19.0 inch
https://m.media-amazon.com/images/I/51dQ6BEGjsL.jpg,573063,depth,143.0 millimetre
https://m.media-amazon.com/images/I/51oB78SccjL.jpg,838598,depth,5.78 inch
https://m.media-amazon.com/images/I/41izjgdwXES.jpg,681445,depth,2.95 inch
https://m.media-amazon.com/images/I/71zro3dWmrL.jpg,179080,wattage,1000.0 watt
https://m.media-amazon.com/images/I/81XAEu0TDnL.jpg,375816,item_weight,500.0 gram
https://m.media-amazon.com/images/I/918Zuj6tQML.jpg,750220,item_weight,1.4 ounce
https://m.media-amazon.com/images/I/81OuG-81XkL.jpg,373285,item_volume,16.0 fluid ounce
https://m.media-amazon.com/images/I/71K+i1fWvYL.jpg,459516,item_weight,5417.0 milligram
https://m.media-amazon.com/images/I/61C5o5bioGL.jpg,120219,height,12.5 centimetre
https://m.media-amazon.com/images/I/81ds6GZBTLL.jpg,254449,item_volume,60.0 fluid ounce
https://m.media-amazon.com/images/I/61FSGvghRlL.jpg,784538,depth,80.0 centimetre
https://m.media-amazon.com/images/I/61-u8olsPuL.jpg,347320,width,10.0 centimetre
https://m.media-amazon.com/images/I/517uR8lXNTL.jpg,681445,height,24.0 centimetre
https://m.media-amazon.com/images/I/613RQIiLFUL.jpg,810266,width,7.5 centimetre
https://m.media-amazon.com/images/I/51GKB2vqWVL.jpg,342931,width,2.8 inch
https://m.media-amazon.com/images/I/81P7N09cJYL.jpg,375816,item_weight,8.81 ounce
https://m.media-amazon.com/images/I/51DH-CzzwhL.jpg,944936,depth,159.0 millimetre
https://m.media-amazon.com/images/I/714wjZY6jJL.jpg,208023,item_weight,9.0 kilogram
https://m.media-amazon.com/images/I/41oQF8zvQ8L.jpg,459516,item_weight,200 gram
https://m.media-amazon.com/images/I/51rbIb4Ox5L.jpg,521308,width,240.0 centimetre
https://m.media-amazon.com/images/I/71NXMH1X5gL.jpg,375816,item_weight,294 gram
https://m.media-amazon.com/images/I/51Xs2CFLhXL.jpg,299791,item_weight,6.0 gram
https://m.media-amazon.com/images/I/71a4rcuUjaL.jpg,709627,item_weight,319.0 gram
https://m.media-amazon.com/images/I/41Y2LSXSBJL.jpg,842895,depth,70.0 millimetre
https://m.media-amazon.com/images/I/61kzLxs1bkL.jpg,299791,item_weight,25.0 gram
https://m.media-amazon.com/images/I/61qf984dXuL.jpg,750220,item_weight,100 gram
https://m.media-amazon.com/images/I/71hUVgmX05L.jpg,767202,item_weight,2.0 ounce
https://m.media-amazon.com/images/I/51cdzzCuF4S.jpg,648011,height,41.0 centimetre
https://m.media-amazon.com/images/I/51+qfzApkGL.jpg,208023,depth,6.0 inch
https://m.media-amazon.com/images/I/61PA7ZJQsXL.jpg,299791,item_weight,8.0 gram
https://m.media-amazon.com/images/I/51UoLuxtIfL.jpg,675317,item_weight,32.0 gram
https://m.media-amazon.com/images/I/71-17p109fS.jpg,801829,maximum_weight_recommendation,150 kilogram
https://m.media-amazon.com/images/I/51mZfMhSMHL.jpg,843434,depth,18.0 centimetre
https://m.media-amazon.com/images/I/61AITshbTxS.jpg,242256,depth,150.0 centimetre
https://m.media-amazon.com/images/I/51ltam79BFL.jpg,675317,width,12.0 millimetre
https://m.media-amazon.com/images/I/61k27alsaIL.jpg,648011,voltage,"[110.0, 220.0] volt"
https://m.media-amazon.com/images/I/81w468pX7HL.jpg,917343,item_weight,900.0 gram
https://m.media-amazon.com/images/I/51kEAeNuFQL.jpg,860080,height,48.0 centimetre
https://m.media-amazon.com/images/I/51qX3MPGVVL.jpg,752266,wattage,15.0 watt
https://m.media-amazon.com/images/I/61SrM0Q-bPL.jpg,299791,item_weight,7.0 gram
https://m.media-amazon.com/images/I/71EyPUtbFhL.jpg,489118,item_weight,1.27 kilogram
https://m.media-amazon.com/images/I/61xPtthgMVL.jpg,524635,item_weight,50.0 gram
https://m.media-amazon.com/images/I/51ipFfk8ORS.jpg,838598,depth,12.0 inch
https://m.media-amazon.com/images/I/71OhhLw1D4S.jpg,993359,item_weight,190 gram
https://m.media-amazon.com/images/I/51Z+DqIYMGL.jpg,237000,height,200.0 centimetre
https://m.media-amazon.com/images/I/613qRImuThL.jpg,306795,width,18.0 inch
https://m.media-amazon.com/images/I/71Fzsh2h4SL.jpg,487566,item_weight,100.0 gram
https://m.media-amazon.com/images/I/51jyc5reHuL.jpg,281678,item_weight,60.0 gram
https://m.media-amazon.com/images/I/619AGaiB-PL.jpg,119607,depth,16.9 inch
https://m.media-amazon.com/images/I/61t1haNaoCL.jpg,630869,item_weight,40.0 gram
https://m.media-amazon.com/images/I/710YMI3C3ML.jpg,308856,item_weight,85.0 gram
https://m.media-amazon.com/images/I/719upUoE1yL.jpg,442321,item_weight,10.0 kilogram
https://m.media-amazon.com/images/I/611JgYz2gVL.jpg,242256,width,3.0 foot
https://m.media-amazon.com/images/I/6177aCQVgRL.jpg,524117,depth,12.8 centimetre
https://m.media-amazon.com/images/I/41FOrUUj1EL.jpg,810266,height,3.5 inch
https://m.media-amazon.com/images/I/51YsYRK9aUL.jpg,945489,height,19.8 centimetre
https://m.media-amazon.com/images/I/61DsOX+Ku7L.jpg,311997,height,34.0 inch
https://m.media-amazon.com/images/I/613BYPeTy6L.jpg,523599,depth,10.4 inch
https://m.media-amazon.com/images/I/51V+bv8YLLL.jpg,115666,height,16.5 inch
https://m.media-amazon.com/images/I/51dMYIrtGJL.jpg,745326,width,5.0 inch
https://m.media-amazon.com/images/I/61+256ke1ML.jpg,464488,depth,8.5 inch
https://m.media-amazon.com/images/I/71Ohot15nXS.jpg,986984,voltage,50.0 volt
https://m.media-amazon.com/images/I/81ljrec4ukL.jpg,308856,item_weight,195.0 gram
https://m.media-amazon.com/images/I/61GAdYMym6L.jpg,794161,item_weight,20.0 gram
https://m.media-amazon.com/images/I/71A2bhqg-xL.jpg,181357,item_weight,6.9 kilogram
https://m.media-amazon.com/images/I/51kCdVbTpoL.jpg,826444,height,4.75 inch
https://m.media-amazon.com/images/I/81pR2JX2X2L.jpg,844474,item_weight,0.5 kilogram
https://m.media-amazon.com/images/I/51k0tLAsXLL.jpg,281678,item_weight,500 gram
https://m.media-amazon.com/images/I/71UofqiaS8L.jpg,208023,item_weight,2.84 kilogram
https://m.media-amazon.com/images/I/61+XVQSJ5vL.jpg,788365,item_weight,30.0 gram
https://m.media-amazon.com/images/I/41SbCiUx90L.jpg,916768,height,12.4 centimetre
https://m.media-amazon.com/images/I/61p2DzPW58L.jpg,639090,item_weight,834.0 gram
https://m.media-amazon.com/images/I/51-s-NNVUOL.jpg,675332,height,34.0 centimetre
https://m.media-amazon.com/images/I/71Edvh2HDbL.jpg,459516,item_weight,1000.0 milligram
https://m.media-amazon.com/images/I/61B8kbs2ktL.jpg,825239,depth,240.0 centimetre
https://m.media-amazon.com/images/I/51X+c1q8q9L.jpg,237000,width,50.0 inch
https://m.media-amazon.com/images/I/611x0kRqQML.jpg,119607,depth,10.0 centimetre
https://m.media-amazon.com/images/I/71A-fqYDDyL.jpg,179080,item_weight,15.0 kilogram
https://m.media-amazon.com/images/I/71BepG4b+2L.jpg,524635,item_weight,1.75 ounce
https://m.media-amazon.com/images/I/6173jphpe3L.jpg,329793,item_weight,7.4 ounce
https://m.media-amazon.com/images/I/41kgeuldMjL.jpg,991868,depth,164.0 centimetre
https://m.media-amazon.com/images/I/813T26uZnAL.jpg,241608,item_weight,18.0 gram
https://m.media-amazon.com/images/I/619bvORUt7L.jpg,558806,height,6.0 centimetre
https://m.media-amazon.com/images/I/71I+fdpVOoL.jpg,149159,item_weight,45.0 gram
https://m.media-amazon.com/images/I/81PYWiM9aDL.jpg,308856,item_weight,900 gram
https://m.media-amazon.com/images/I/61WzTr0jqDL.jpg,489118,item_weight,75 gram
https://m.media-amazon.com/images/I/51MwalUgioL.jpg,558832,width,12.0 centimetre
https://m.media-amazon.com/images/I/514JcXxbeKL.jpg,681445,height,10.0 inch
https://m.media-amazon.com/images/I/612K3i-7JtL.jpg,558374,item_weight,3.5 gram
https://m.media-amazon.com/images/I/51NaXMJ0-oL.jpg,932289,depth,86.4 centimetre
https://m.media-amazon.com/images/I/51daVNHNpiL.jpg,751532,depth,223.2 centimetre
https://m.media-amazon.com/images/I/51TVbyNv1gL.jpg,681045,width,11.0 millimetre
https://m.media-amazon.com/images/I/51CdDxm0kBL.jpg,991868,depth,180.0 centimetre
https://m.media-amazon.com/images/I/61tz-tpF83L.jpg,299791,item_weight,8.0 gram
https://m.media-amazon.com/images/I/718mASB7ogL.jpg,348551,wattage,3.3 kilowatt
https://m.media-amazon.com/images/I/516Km1+MzSS.jpg,648011,item_weight,19.0 ounce
https://m.media-amazon.com/images/I/51YgqZA5OTS.jpg,120219,maximum_weight_recommendation,393.0 gram
https://m.media-amazon.com/images/I/51oqf59-KqL.jpg,426681,width,6.0 inch
https://m.media-amazon.com/images/I/51PXpCVHX8L.jpg,735806,depth,305.0 millimetre
https://m.media-amazon.com/images/I/51i-qL68hhL.jpg,922872,height,47.0 inch
https://m.media-amazon.com/images/I/61G+irAkjML.jpg,728511,height,10.5 centimetre
https://m.media-amazon.com/images/I/816TnHKrVlL.jpg,449805,item_weight,150.0 gram
https://m.media-amazon.com/images/I/515hww-OQ3L.jpg,416664,width,22.0 centimetre
https://m.media-amazon.com/images/I/71KWQ6JZ+PL.jpg,140266,voltage,"[100.0, 240.0] volt"
https://m.media-amazon.com/images/I/61M25csg0hL.jpg,107694,item_weight,"[88.0, 275.0] pound"
https://m.media-amazon.com/images/I/51IJFDfkauL.jpg,856665,width,4.0 centimetre
https://m.media-amazon.com/images/I/71cOQpX6BUL.jpg,369753,item_volume,4.0 ounce
https://m.media-amazon.com/images/I/51xlCk0S6ML.jpg,625310,height,100.0 millimetre
https://m.media-amazon.com/images/I/418IzRAXLfL.jpg,709627,voltage,3.7 volt
https://m.media-amazon.com/images/I/511Og75YRAL.jpg,292475,width,4.0 inch
https://m.media-amazon.com/images/I/41YHcaSoB+L.jpg,558832,width,8.5 centimetre
https://m.media-amazon.com/images/I/51l6RI+NqpL.jpg,945489,width,3.9 centimetre
https://m.media-amazon.com/images/I/510Z5kyCqXL.jpg,713791,width,82.0 millimetre
https://m.media-amazon.com/images/I/61370dkYpsL.jpg,178778,depth,23.0 centimetre
https://m.media-amazon.com/images/I/81D2+UaGsjL.jpg,810266,item_weight,200.0 kilogram
https://m.media-amazon.com/images/I/411Ei-9OkwL.jpg,866516,height,12.5 centimetre
https://m.media-amazon.com/images/I/616qE6oqlBL.jpg,530124,depth,40.0 centimetre
https://m.media-amazon.com/images/I/61+++s6FFuL.jpg,597647,height,63.0 millimetre
https://m.media-amazon.com/images/I/51XKEe6l-7L.jpg,993359,item_weight,100 gram
https://m.media-amazon.com/images/I/616tEoZGyBL.jpg,545211,width,1.25 inch
https://m.media-amazon.com/images/I/51pyRErgLwL.jpg,970563,height,710.0 millimetre
https://m.media-amazon.com/images/I/51NEhrNS3qL.jpg,943839,depth,30.0 millimetre
https://m.media-amazon.com/images/I/51rAaVK-bpL.jpg,628502,width,3.8 centimetre
https://m.media-amazon.com/images/I/718uc9xsVLL.jpg,752266,voltage,6.0 volt
https://m.media-amazon.com/images/I/6181V+1LAJL.jpg,150535,width,24.8 centimetre
https://m.media-amazon.com/images/I/31c7bLOmuOL.jpg,758128,depth,9.8 foot
https://m.media-amazon.com/images/I/614AjiGu1cL.jpg,944936,depth,5.4 centimetre
https://m.media-amazon.com/images/I/61-cuWYCIuL.jpg,849273,depth,12.0 inch
https://m.media-amazon.com/images/I/51XrwiGiUCL.jpg,396159,width,6.8 inch
